Cf	cod_amm	des_amm	Comune	nome_resp	cogn_resp	Cap	Provincia	Regione	sito_istituzionale	Indirizzo	titolo_resp	tipologia_istat	tipologia_amm	acronimo	cf_validato	mail1	tipo_mail1	mail2	tipo_mail2	mail3	tipo_mail3	mail4	tipo_mail4	mail5	tipo_mail5	url_facebook	url_twitter	url_youtube	url_linkedin	liv_accessibili	alert	nb
01606830030	cidssos	Consorzio Intercomunale Dei Servizi Sociali - Ciss Ossola	Domodossola	Mauro	Ferrari	28845	VB	Piemonte	www.cissossola.it	Via Mizzoccola, 28	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CISS	S	ciss@pec.ciss-ossola.it	pec	contabilita@ciss-ossola.it	altro	null	null	null	null	null	null				null	0		1
01220800260	cifsp	Consorzio Intercomunale Fognatura Sinistra Piave	Cordignano	Giacomo	De Luca	31016	TV	Veneto		Via Vittorio Veneto, 2	Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	SINISTRAPIAVE	S	cons.fognatura.sxpiave@pec.it	pec	null	null	null	null	null	null	null	null				null	0		
91023570335	cigat	Consorzio Intercomunale Gasdotto Val Trebbia	Travo	Emilio	Covati	29020	PC	Emilia Romagna		Piazza Trento, 21	Presidente C.d.a.	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorzio.gasdottovaltrebbia@legalmail.it	pec	null	null	null	null	null	null	null	null				null	0		
80101970152	cimepop	Consorzio Intercomunale Milanese per L'Edilizia Popolare	Milano	Franco	Cazzaniga	20124	MI	Lombardia		Via Giovanni Battista Pirelli, 30	Rappresentante Legale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	cimep@pecmailbox.com	pec	null	null	null	null	null	null	null	null				null	0		
02777380136	cipls	Consorzio Intercomunale di Polizia Locale Segrino in Liquidazione	Canzo	Antonella Maria Elena	Colangelo	22035	CO	Lombardia		P.zza Remo Sordo, 3	Liquidatore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	CONSORZIO.SEGRINO@PEC.REGIONE.LOMBARDIA.IT	pec	null	null	null	null	null	null	null	null				null	0		
04377540655	ciptp	Consorzio Insediamenti Produttivi Torchiara-Prignano Cilento	Torchiara	Massimo	Farro	84076	SA	Campania		Via Roma,1	Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	PROTOCOLLO@PEC.COMUNE.TORCHIARA.SA.IT	altro	null	null	null	null	null	null	null	null				null	0		
01177050059	cisa_ats	Consorzio Intercomunale Socio Assistenziale C.I.S.A - Asti Sud	Nizza Monferrato	GIUSEPPE	OCCHIOGROSSO	14049	AT	Piemonte	www.cisaastisud.it	Via Gozzellini, 56	Direttore Legale Rappresentante	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	cisaastisud@legalmail.it	pec	info@cisaastisud.it	altro	null	null	null	null	null	null				null	0		
93005600239	ciscv	Consorzio Intercomunale Soggiorni Climatici	Verona	Marco	Vanoni	37100	VR	Veneto	www.consorziosoggiorniverona.it	Via Macello, 23	Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	cisoc@pec.it	pec	segreteria@consorziosoggiorniverona.it	altro	null	null	null	null	null	null				null	0		
07264440012	cissac_c	Consorzio Intercomunale Servizi Socio Assistenziali Caluso	Caluso	Graziella	BENVENUTI	10014	TO	Piemonte	www.cissac.it/	Via San Francesco, 2	Direttore Generale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CISS-AC	S	consorzio@pec.cissac.it	pec	consorzio@cissac.it	altro	null	null	null	null	null	null				null	0		1
02536070044	cissa_	Consorzio per I Servizi Socio Assistenziali del Monregalese	Mondovi'	Daniela	Cusan	12084	CN	Piemonte	www.cssm-mondovi.it	Corso Statuto n.13	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CSSM	S	cssm.mondovi.cn@legalmail.it	pec	cssm@cssm-mondovi.it	altro	null	null	null	null	null	null				null	0		1
07224580014	ciss_chi	Consorzio Intercomunale Servizi Sociali di Chivasso	Chivasso	Bruna	Marino	10034	TO	Piemonte	www.ciss-chivasso.it	Via Togliatti n. 9	Direttore Generale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CISS	S	ciss@pec.ciss-chivasso.it	pec	null	null	null	null	null	null	null	null				null	0		1
97503930014	cit	Consorzio Intercomunale Torinese	Torino	Paolo	Toscano	10122	TO	Piemonte	www.cit-torino.it	C.so trapani 25	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CIT	S	cit@pec.cit-torino.it	pec	null	null	null	null	null	null	null	null					0		
00043810621	cittss	Consorzio per L'Amministrazione del Complesso Idrotermale di Telese Terme e di San Salvatore Telesino	Telese Terme	Pasquale	Carofano	82037	BN	Campania		Viale Minieri, 146	Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria.consorzioidrotermale@pec.cstsannio.it	pec	null	null	null	null	null	null	null	null				null	0		
82000690253	civdc	Consorzio per La Industrializzazione della Vallata del Cismon	Fonzaso	Giovanni	Marino	32030	BL	Veneto		Piazza I Novembre, 14	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorzio.vallata.cismon@legalmail.it	pec	null	null	null	null	null	null	null	null				null	0		
00160240917	cl514	Comune di Ussassai	Ussassai	Gian Basilio	Deplano	08040	OG	Sardegna	www.comune.ussassai.og.it	Via Nazionale N. 120	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.ussassai.og.it	pec	demografico@pec.comune.ussassai.og.it	pec	finanziario@pec.comune.ussassai.og.it	pec	tecnico@pec.comune.ussassai.og.it	pec	socioculturali@pec.comune.ussassai.og.it	pec				null	0		1
85000650821	cl837	Comune di Vicari	Vicari	Antonino	Miceli	90020	PA	Sicilia	www.comune.vicari.pa.it	Piazza Paolo Borsellino	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunevicari@pec.it	pec	info@comune.vicari.pa.it	altro	null	null	null	null	null	null				null	0		
01875940023	clasa	Consorzio per La Attivita Socio Assistenziale	Gattinara	Giuliana	Degasperis	13045	VC	Piemonte	www.consorziocasa.it	Viale Guglielmo Marconi N. 102	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CASA	S	segreteria@pec.consorziocasa.it	pec	segreteria@consorziocasa.it	altro	null	null	null	null	null	null				null	0	1	1
91011040523	clc	Consorzio Strada Vicinale La Collina	Poggibonsi	ROBERTO	GAMBASSI	53036	SI	Toscana	www.comune.poggibonsi.si.it	Piazza Cavour 2	Legale Rappresentante E Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziolacollina@pec.it	pec	null	null	null	null	null	null	null	null					0		1
01792240747	cleader	Consorzio Volontario Fra I Comuni per La Realizzazione di Un P.A.L.	Mesagne	Pasquale	Greco	72023	BR	Puglia	www.comune.mesagne.br.it	Via Roma, 4	Direttore Generale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	LEADER	S	consorzioleader@pec.comune.mesagne.br.it	pec	consorzioleader@comune.mesagne.br.it	altro	null	null	null	null	null	null				null	0		
92003000236	clv	Consorzio Le Valli	San Bonifacio	Giampaolo	Provoli	37047	VR	Veneto	www.levalli.vr.it/	Localita Crosaron di Villabella 18	Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CONSORZIO LE VALLI	S	levalli@postecert.it	pec	protocollo@levalli.vr.it	altro	ufficiotecnico@levalli.vr.it	altro	info@levalli.vr.it	altro	ragioneria@levalli.vr.it	altro				null	0		1
90039300927	cmdsb	Cammino Minerario di Santa Barbara	Iglesias	Pietro	Pinna	09016	CI	Sardegna	www.camminominerariodisantabarbara.org	Via Cattaneo 70	Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	camminodisantabarbara@pec.it	pec	null	null	null	null	null	null	null	null				null	0		1
96026140820	cmls	Consorzio Madonita per La Legalita' e Lo Sviluppo	Polizzi Generosa	Vincenzo	Liarda	90028	PA	Sicilia		Via Garibaldi, 13	Presidente Cda	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziomadonitalegalita@pec.it	pec	null	null	null	null	null	null	null	null				null	0		
91002600525	cmsv	Consorzio Manutenzione Stradale Vicinale di Poggi di Villore	Poggibonsi	ROBERTO	GAMBASSI	53036	SI	Toscana	www.comune.poggibonsi.si.it	Piazza Cavour, 2	Legale Rappresentante E Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziopoggidivillore@pec.it	pec	null	null	null	null	null	null	null	null					0		1
02539930046	cms_004	Consorzio Monviso Solidale	Fossano	Gianpiero	Piola	12045	CN	Piemonte	www.monviso.it	Corso Trento, 4	Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CMS	S	ragioneria@pec.monviso.it	pec	monviso@monviso.it	altro	null	null	null	null	null	null				null	0		1
02235970031	cobu	Consorzio Rifiuti del Verbano Cusio Ossola	Verbania	Roberto	Righetti	28922	VB	Piemonte	www.consorziorifiutivco.it	Via Olanda N. 57	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	COUB VCO	S	protocollo@pec.consorziorifiutivco.it	pec	segreteria@consorziorifiutivco.it	altro	null	null	null	null	null	null				null	0		1
03502790656	cofaser	Cofaser - Consorzio Farmacie Servizi	Sarno	Luigi	Napoli	84087	SA	Campania	www.cofaser.com	Presso Casa Comunale	Dirigente,Direttore Generale,Legale Rappresentante	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	COFASER	S	protocollo.cofaser@pec.it	pec	info@cofaser.com	altro	dott.luiginapoli@gmail.com	altro	null	null	null	null				null	0		1
01177080056	cogesa	Co.Ge.Sa. Consorzio Gestione Servizi Socio Assistenziali	Asti	Pierino Angelo	Botto	14100	AT	Piemonte	www.consorziocogesa.net	Via Baroncini 9	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	COGESA	S	info@pec.consorziocogesa.net	pec	protocollo@consorziocogesa.net	altro	null	null	null	null	null	null				null	0		1
82001830130	comag	Comune di Magreglio	Magreglio	Danilo	Bianchi	22030	CO	Lombardia	www.comune.magreglio.co.it	Piazza Municipio, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.magreglio@legalmail.it	pec	null	null	null	null	null	null	null	null				null	0		
01932550435	comvalfo	Comune di Valfornace	Valfornace	Massimo	Citracca	62035	MC	Marche		Piazza Vittorio Veneto, 90	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.valfornace@emarche.it	pec	null	null	null	null	null	null	null	null				null	0		
00826811200	conami	Con.Ami Consorzio Azienda Multiservizi Intercomunale	Imola	Stefano	Mosconi	40026	BO	Emilia Romagna	www.con.ami.it	Via Mentana, 10	Direttore Generale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	fepa-pa-passiva-02@pecteamsystem.com	pec	consorzio@con.ami.it	altro	con.ami@legalmail.it	pec	null	null	null	null				null	0		1
90075000571	consocr	Consorzio Sociale Ri 1	Rieti	Antonio	Cicchetti	02100	RI	Lazio	https://consorziosocialeri1.it/	Via Tommaso Morroni, 28	Presidente Del Consiglio Di Amministrazione	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziosocialeri1@pec.it	pec	consorziosocialeri1@aruba.it	altro	null	null	null	null	null	null	https://www.facebook.com/consorziosocialeri1/			null	0		1
93014780584	cotrpulo	Consorzio Trasporto Pubblico Locale	Zagarolo	Lorenzo	Pompili	00039	RM	Lazio	consorziotpl.it	Piazza G. Marconi, 3	Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziotplocale@pec.it	pec	null	null	null	null	null	null	null	null				null	0		1
00969570332	cpes	Consorzio Casa Protetta Dottor Ellenio Silva	Bobbio	Delvago	Federica	29022	PC	Emilia Romagna		Via Sant'antonio Maria Gianelli, 2	Presidente C.d.a.	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	casaprotetta.elleniosilva@legalmail.it	pec	null	null	null	null	null	null	null	null				null	0		
95068720655	cpgsr	Consorzio per La Gestione Integrata di Raccolta e Smaltimento Dei Rifiuti Solidi Urbani Bacino Sa1	Cava de' Tirreni	Fabio	Siani	84013	SA	Campania	www.sa1.it/	Prolungamento Marconi, 55	Legale Rappresentante	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziobacinosa1@pec.it	pec	consorziorifiuti.sa1@tiscali.it	altro	null	null	null	null	null	null				null	0		
93001990261	cpis	Consorzio per I Servizi di Igiene del Territorio	Vittorio Veneto	Gianpaolo	Vallardi	31029	TV	Veneto	www.bacinotv1.it	Via Vittorio Emanuele Ii N. 67	Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CIT	S	bacinotv1@pec.it	pec	info@bacinotv1.it	altro	null	null	null	null	null	null				null	0		1
92005040230	cpld	Consorzio per la Depurazione Delle Acque tra i Comuni di Verona Est	Caldiero	Arrigo	Tagliaro	37042	VR	Veneto		Piazza Vittorio Veneto 44	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CDA VR-EST	S	cdavrest@pec.it	pec	null	null	null	null	null	null	null	null				null	0		
81001230804	cp_390	Comune di Pazzano	Pazzano	Franco	Depace	89040	RC	Calabria	www.comune.pazzano.rc.it	P.za Iv Novembre S.n.c.	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.pazzano.rc.it	pec	compaz@libero.it	altro	null	null	null	null	null	null				null	0		
91018540525	cq	Consorzio Strada Vicinale della Querciola	Poggibonsi	ROBERTO	GAMBASSI	53036	SI	Toscana	www.comune.poggibonsi.si.it	Piazza Cavour 2	Legale Rappresentante E Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziostradalaquerciola@pec.it	pec	null	null	null	null	null	null	null	null					0		1
01151950258	cqv	Comune di Quero Vas	Quero Vas	Bruno	Zanolla	32038	BL	Veneto	www.comune.querovas.bl.it/web/querovas	Piazza Guglielmo Marconi, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	querovas.bl@cert.ip-veneto.net	pec	null	null	null	null	null	null	null	null					0		
02797980048	csa_alr	Consorzio Socio Assistenziale Alba Langhe Roero	Alba	Marco	Bertoluzzo	12051	CN	Piemonte	www.sesaler.it	Via Diaz, 8	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sesaler@pec.it	pec	ssaalba@SESALER.IT	altro	null	null	null	null	null	null				null	0		1
02963080045	csc_004	Consorzio Socio-assistenziale del Cuneese	Cuneo	Aurelio	Galfre	12100	CN	Piemonte	www.csac-cn.it	Cuneo, Via Rocca De'baldi N. 7	Direttore Generale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CSAC	S	csac-cn@cert.ruparpiemonte.it	pec	direzione@csac-cn.it	altro	null	null	null	null	null	null				null	0		1
92001820221	csdvb	Consorzio Servizio di Vigilanza Boschiva	Revo'	Yvette	Maccani	38028	TN	Trentino Alto Adige		Piazza Della Madonna Pellegrina, 19	Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune@pec.comune.revo.tn.it	pec	ragioneria@comune.revo.tn.it	altro	null	null	null	null	null	null				null	0		
91002590528	csmo	Consorzio Strada Vicinale Montemorli - Montecuccheri	Poggibonsi	ROBERTO	GAMBASSI	53036	SI	Toscana	www.comune.poggibonsi.si.it	Piazza Cavour 2	Legale Rappresentante E Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziomontemorlimontecuccheri@pec.it	pec	null	null	null	null	null	null	null	null					0		1
91002610524	cso	Consorzio Strada Vicinale di Orneto	Poggibonsi	ROBERTO	GAMBASSI	53036	SI	Toscana	www.comune.poggibonsi.si.it	Piazza Cavour 2	Legale Rappresentante E Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziostradaorneto@pec.it	pec	null	null	null	null	null	null	null	null					0		1
91018550524	csp	Consorzio Strada Vicinale Delle Pietre	Poggibonsi	ROBERTO	GAMBASSI	53036	SI	Toscana	www.comune.poggibonsi.si.it	Piazza Cavour 2	Legale Rappresentante E Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziolepietre@pec.it	pec	null	null	null	null	null	null	null	null					0		1
91011520524	cspi	Consorzio Strada Vicinale Piandicampi - Rocchetta	Poggibonsi	ROBERTO	GAMBASSI	53036	SI	Toscana	www.comune.poggibonsi.si.it	Piazza Cavour, 2	Legale Rappresentante E Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziopiandecampilarocchetta@pec.it	pec	null	null	null	null	null	null	null	null					0		1
91004670526	cspp	Consorzio Strada Vicinale San Pietro a Padule	Poggibonsi	ROBERTO	GAMBASSI	53036	SI	Toscana	www.comune.poggibonsi.si.it	Piazza Cavour, 2	Legale Rappresentante E Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziostradaapadule@pec.it	pec	null	null	null	null	null	null	null	null					0		1
01974810648	csrad	Consorzio Smaltimento Rifiuti Av2	Avellino	Felicio	De Luca	83100	AV	Campania		Via Cannaviello, 57	Presidente Soggetto Uliquidatore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorzio.av2@pec.it	pec	null	null	null	null	null	null	null	null				null	0		
01971830649	csrav1	Consorzio Smaltimento Rifiuti Avellino 1	Avellino	Felicio	De Luca	83100	AV	Campania		Via Cannaviello, 57	Presidente Soggetto Liquidatore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorzio.av1@pec.it	pec	null	null	null	null	null	null	null	null				null	0		
01034910628	csrsu	Consorzio Smaltimento Rifiuti Solidi Urbani Bn1	Benevento	Carmine	Cossiga	82100	BN	Campania		Via Annunziata - Palazzo Mosti Snc	Commissario Liquidatore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorzio.bn1@pec.it	pec	cossiga@unina.it	altro	 sgsbn@libero.it	altro	null	null	null	null				null	0		
01258070539	cssag_53	COESO Societa' della Salute delle Zone Amiata Grossetana, Colline Metallifere e Area Grossetana	Grosseto	Fabrizio	Boldrini	58100	GR	Toscana	www.coesoareagr.it/	Piazza Duomo N.1	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	COESO - SDS GROSSETO	S	sdsgrosseto@pec.it	pec	null	null	null	null	null	null	null	null				null	0		1
82001810520	csso	Consorzio Strada Vicinale di Sornano	Poggibonsi	ROBERTO	GAMBASSI	53036	SI	Toscana	www.comune.poggibonsi.si.it	Piazza Cavour, 2	Legale Rappresentante E Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziostradasornano@pec.it	pec	null	null	null	null	null	null	null	null					0		1
02044520225	cstdn	Consorzio per I Servizi Territoriali del Noce	Cles	Cristina	Odorizzi	38023	TN	Trentino Alto Adige	www.consorziostn.it	Corso Dante	Liquidatrice	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	cristina.odorizzi@pec.odctrento.it	pec	null	null	null	null	null	null	null	null				null	0		
05715760657	csvadip	Consorzio Sociale Vallo di Diano Tanagro Alburni	Sala Consilina	Antonio Domenico	Florio	84036	SA	Campania	www.pianosociales10.it	Via Mezzacapo, 251	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	Ambito S10	S	protocollo@pec.pianosociales10.it	pec	null	null	null	null	null	null	null	null				null	0		
05535170657	csvdea	Consorzio Sociale Valle dell'Irno - Ambito S6	Baronissi	Carmine	De Blasio	84081	SA	Campania	www.consorziovalleirnos6.it	Piazza Della Repubblica, 1	Direttore del Consorzio	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziovalleirnos6@pec.it	pec	null	null	null	null	null	null	null	null				null	0		
82003230529	csvgd	Consorzio Strada Vicinale Gavignano Cedda	Poggibonsi	ROBERTO	GAMBASSI	53036	SI	Toscana	www.comune.poggibonsi.si.it	Piazza Cavour 2	Legale Rappresentante E Presidente	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	consorziogavignanocedda@pec.it	pec	null	null	null	null	null	null	null	null					0		1
00815010384	csz6	Consorzio Struttura Zerosei	Ostellato	Monica	Balestra	44020	FE	Emilia Romagna		Piazza Repubblica, 1	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	zerosei@pec.it	pec	consorzio@struttura06.it	altro	null	null	null	null	null	null				null	0		
02149340735	ctpr	Consorzio Tutela e Prevenzione Randagismo San Francesco	Lizzano	Aldo	Marino	74020	TA	Puglia	www.consorziosanfrancesco.ta.it	Corso Vittorio Emanuele 54	Responsabile Servizio Finanziario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	csf@pec.consorziosanfrancesco.ta.it	pec	cons.sanfrancesco@libero.it	altro	null	null	null	null	null	null				null	0		1
02246360818	ctrle	Consorzio Trapanese Legalita	Castelvetrano	Bernardo Giuseppe	Triolo	91022	TP	Sicilia	www.consorziotrapaneselegalitasviluppo.it	Via Fra Serafino Mannone N. 124	Direttore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	Cotrale	S	conslegalita.tp@pec-legal.it	pec	null	null	null	null	null	null	null	null				null	0		
