cf,Regione,Provincia,des_amm,URLrobots,url,cod_amm,Comune,nome_resp,cogn_resp,Cap,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_youtube,url_linkedin,liv_accessibili,HTTPreply,robots
00068940881,Sicilia,RG,Comune di Chiaramonte Gulfi,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00068940881.txt,www.comune.chiaramonte-gulfi.gov.it,c_c612,Chiaramonte Gulfi,VITO,FORNARO,97012,www.comune.chiaramonte-gulfi.gov.it,C.so Umberto 65,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.chiaramonte-gulfi.rg.it,pec,fatturazionelettronicachiaramonte@pec.it,pec,attiinternet@comune.chiaramonte-gulfi.gov.it,altro,demografici@pec.comune.chiaramonte-gulfi.rg.it,pec,null,null,,,,null,0,200,x
00069210557,Umbria,TR,Comune di Arrone,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00069210557.txt,www.comune.arrone.terni.it,c_a439,Arrone,FABIO,DI GIOIA,05031,www.comune.arrone.terni.it,"Via Della Resistenza, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.arrone@postacert.umbria.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
00069590941,Molise,IS,Comune di Montaquila,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00069590941.txt,www.comune.montaquila.is.it,c_f429,Montaquila,Marciano,Ricci,86070,www.comune.montaquila.is.it,"Via Roma, 68",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.montaquila@anutel.it,pec,amministrativo@comune.montaquila.is.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00069670958,Sardegna,OR,Comune di Gonnosno',https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00069670958.txt,www.comune.gonnosno.or.it,c_d585,Gonnosno',Dina,Casula,09090,www.comune.gonnosno.or.it,"Via Oristano, N. 30",Responsabile Area Finanzia Amministrativa,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.gonnosno.or.it,pec,ragioneria@pec.comune.gonnosno.or.it,pec,serviziosociale@pec.comune.gonnosno.or.it,pec,servizidemografici@pec.comune.gonnosno.or.it,pec,ut.gonnosno@pec.comune.gonnosno.or.it,pec,,,,null,0,200,x
00069680940,Molise,IS,Comune di Bagnoli del Trigno,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00069680940.txt,www.comune.bagnolideltrigno.is.it,c_a567,Bagnoli del Trigno,Angelo,CAMELE,86091,www.comune.bagnolideltrigno.is.it,"Via G Marconi, 88",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,bagnolideltrigno@pec.it,pec,bagnolideltrigno.segret@virgilio.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00069690709,Molise,CB,Comune di Fossalto,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00069690709.txt,www.comune.fossalto.cb.it,c_d737,Fossalto,Saverio,Nonno,86020,www.comune.fossalto.cb.it,"Piazza Roma, 93",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.fossaltocb@legalmail.it,pec,fossalto@tiscali.it,altro,null,null,null,null,null,null,,,,,0,200,x
00069850949,Molise,IS,Comune di Macchia d'Isernia,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00069850949.txt,www.comune.macchiadisernia.is.it,c_e778,Macchia d'Isernia,Mario Domenico,Stasi,86070,www.comune.macchiadisernia.is.it,"Largo Elena, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.macchiadisernia@pec.it,pec,comune@comune.macchiadisernia.is.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00069960706,Molise,CB,Comune di Salcito,,www.comunedisalcito.it,c_h693,Salcito,Giovanni,Galli,86026,www.comunedisalcito.it,Via Umberto I N.  4,Sindaco pro tempore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,postmaster@pec.comunedisalcito.it,pec,info@comunedisalcito.it,altro,null,null,info@pec.comunedisalcito.it,pec,null,null,,,,null,1,404,
00070150701,Molise,CB,Comune di Montorio Nei Frentani,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070150701.txt,www.comune.montorioneifrentani.cb.it,c_f689,Montorio nei Frentani,Pellegrino Nino,PONTE,86040,www.comune.montorioneifrentani.cb.it,Via Annunziata 3,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.montorioneifrentanicb@legalmail.it,pec,comune.montoriofrent@tiscali.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00070170949,Molise,IS,Comune di Carovilli,,www.comunecarovilli.is.it,c_b810,Carovilli,Antonio,Cinocca,86083,www.comunecarovilli.is.it,"Via Costa Ospedale,1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunecarovilli@pec.it,pec,comune@carovilli.info,altro,null,null,null,null,null,null,,,,null,0,000,
00070360706,Molise,CB,Comune di Montelongo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070360706.txt,www.comune.montelongo.cb.it,c_f548,Montelongo,Nicolino,Macchiagodena,86040,www.comune.montelongo.cb.it,"Via Roma, 68",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.montelongocb@legalmail.it,pec,comunemontelongo@virgilio.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00070400957,Sardegna,OR,Comune di Mogoro,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070400957.txt,www.comune.mogoro.or.it,c_f272,Mogoro,Sandro,Broccia,09095,www.comune.mogoro.or.it,"Via Leopardi, 8",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.mogoro.or.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
00070410956,Sardegna,OR,Comune di Zeddiani,,www.comune.zeddiani.or.it,c_m153,Zeddiani,Laura Angela,Solinas,09070,www.comune.zeddiani.or.it,Via Roma N. 103,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.zeddiani.or.it,pec,area.finanziaria@comune.zeddiani.or.it,altro,null,null,null,null,null,null,,,,null,0,404,
00070460704,Molise,CB,Comune di Sant'Elia a Pianisi,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070460704.txt,www.comune.santeliaapianisi.cb.it,c_i320,Sant'Elia a Pianisi,Biagio,Faiella,86048,www.comune.santeliaapianisi.cb.it,"Corso Umberto I, 39",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.santeliaapianisi@legalmail.it,pec,comunesantelia@tin.it,altro,null,null,null,null,null,null,,,,,1,200,x
00070480959,Sardegna,OR,Comune di Albagiara,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070480959.txt,www.comune.albagiara.or.it,c_a126,Albagiara,Cecilia,Pilloni,09090,www.comune.albagiara.or.it,"Via Cagliari, 20",Resp. del Servizio,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,amministrativo@pec.comune.albagiara.or.it,pec,comunedialbagiara@gmail.com,altro,null,null,null,null,null,null,,,,null,0,200,x
00070490958,Sardegna,OR,Comune di Riola Sardo,,www.comune.riolasardo.or.it,c_h301,Riola Sardo,Mauro Salvatore,Saba,09070,www.comune.riolasardo.or.it/,Via Umberto I N.16,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.riolasardo.or.it,pec,ufficiotecnico@pec.comune.riolasardo.or.it,pec,demografici@pec.comune.riolasardo.or.it,pec,servizisociali@pec.comune.riolasardo.or.it,pec,null,null,,,,,0,404,
00070510953,Sardegna,OR,Comune di Ula Tirso,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070510953.txt,www.comune.ulatirso.or.it,c_l488,Ula' Tirso,Ovidio,Loi,09080,www.comune.ulatirso.or.it,Piazza Italia N. 1 Ula Tirso,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.ulatirso@legalmail.it,pec,ulatirso@inwind.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00070680707,Molise,CB,Comune di San Giuliano di Puglia,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070680707.txt,www.comune.sangiulianodipuglia.cb.it,c_h929,San Giuliano di Puglia,Giuseppe,Ferrante,86040,www.comune.sangiulianodipuglia.cb.it,"Largo Palazzo Marchesale, 10",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,sangiulianodipuglia@pec.leonet.it,pec,sangiulianodipuglia.cb@virgilio.it,altro,null,null,null,null,null,null,,,,,0,200,x
00070680947,Molise,IS,Comune di Frosolone,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070680947.txt,www.comune.frosolone.is.it,c_d811,Frosolone,Sabatino,Farese,86095,www.comune.frosolone.is.it,"C/SO Garibaldi,37",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunedifrosolone@postemailcertificata.it,pec,comunefrosolone@tiscali.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00070840954,Sardegna,OR,Comune di Siamaggiore,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070840954.txt,www.comune.siamaggiore.or.it,c_l717,Siamaggiore,Maria Bonaria,Scala,09070,www.comune.siamaggiore.or.it,"Via San Costantino, 2",Commissario Straordinario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.siamaggiore.or.it,pec,demografici@pec.comune.siamaggiore.or.it,pec,null,null,null,null,null,null,,,,,0,200,x
00070890959,Sardegna,OR,Comune di Seneghe,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070890959.txt,www.comune.seneghe.or.it,c_i605,Seneghe,Gianni,Oggianu,09070,www.comune.seneghe.or.it,"Piazza Giovanni Antonio Deriu, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.seneghe@legalmail.it,pec,comune.seneghe@tiscali.it,altro,amministrativo.seneghe@legalmail.it,pec,null,null,null,null,,,,null,0,200,x
00070950951,Sardegna,OR,Comune di San Nicolo' D'Arcidano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00070950951.txt,www.comune.sannicolodarcidano.or.it,c_a368,San Nicolo' d'Arcidano,Emanuele,Cera,09097,www.comune.sannicolodarcidano.or.it,Piazza Della Liberta' N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.sannicolodarcidano.or.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
00071560700,Molise,CB,Comune di Campobasso,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00071560700.txt,www.comune.campobasso.it,c_b519,Campobasso,Roberto,Gravina,86100,www.comune.campobasso.it,"Piazza Vittorio Emanuele, 29",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.campobasso.protocollo@pec.it,pec,comune.campobasso.polizia.locale@pec.it,pec,null,null,null,null,null,null,,,,,0,200,x
00071720957,Sardegna,OR,Comune di Milis,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00071720957.txt,www.comune.milis.or.it,c_f208A,Milis,Sergio,Vacca,09070,www.comune.milis.or.it,Piazza Marconi N.4,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.milis@pec.comunas.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
00071740955,Sardegna,OR,Comune di Villaurbana,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00071740955.txt,www.comune.villaurbana.or.it,c_m030,Villaurbana,Paolo,Pireddu,09080,www.comune.villaurbana.or.it,"Via Roma, 24",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.villaurbana.or.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
00071770952,Sardegna,OR,Comune di Tresnuraghes,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00071770952.txt,www.comune.tresnuraghes.or.it,c_l393,Tresnuraghes,Giovanni Maria Luigi,Mastinu,09079,www.comune.tresnuraghes.or.it,"Largo Sebastiano Moretti, 30",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.tresnuraghes.or.it,pec,lavori@comune.tresnuraghes.or.it,altro,tecnico@comune.tresnuraghes.or.it,altro,null,null,null,null,,,,null,0,200,x
00072000953,Sardegna,OR,Comune di Bauladu,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00072000953.txt,www.comune.bauladu.or.it,c_a721,Bauladu,Davide,Corriga,09070,www.comune.bauladu.or.it,Via Arruga Antoni Gramsci n. 7,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.bauladu@anutel.it,pec,info@comune.bauladu.or.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00072010952,Sardegna,OR,Comune di Tramatza,,www.comune.tramatza.or.it,c_l321,Tramatza,Stefano Antonio Emilio,Pala,09070,www.comune.tramatza.or.it,"Via Tripoli, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.tramatza.or.it,pec,protocollo@comune.tramatza.or.it,altro,null,null,null,null,null,null,https://www.facebook.com/comuneditramatza.or?fref=ts,,,null,0,404,
00072080955,Sardegna,OR,Comune di Ghilarza,,www.comune.ghilarza.or.it,c_e004,Ghilarza,Alessandro Marco,Defrassu,09074,www.comune.ghilarza.or.it,Via Matteotti N. 64,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.ghilarza.or.it,pec,info@comune.ghilarza.or.it,altro,ufficiotecnico@pec.comune.ghilarza.or.it,pec,servizidemografici.ghilarza@pec.it,pec,null,null,,,,,0,404,
00072260953,Sardegna,OR,Comune di Santa Giusta,,www.comune.santagiusta.or.it,c_i205,Santa Giusta,Maria Agnese,Abis,09096,www.comune.santagiusta.or.it,Via Garibaldi 84,Responsabile Affari Generali,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.santagiusta.or.it,pec,anagrafe@pec.comune.santagiusta.or.it,pec,null,null,null,null,null,null,,,,null,0,404,
00072360050,Piemonte,AT,Comune di Asti,,www.comune.asti.it,c_a479,Asti,Maurizio,Rasero,14100,www.comune.asti.it,"P.zza S. Secondo,1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comuneasti@pec.it,pec,f.bellone@comune.asti.it,altro,null,null,null,null,null,null,,,,null,0,404,
00072510951,Sardegna,OR,Comune di Ales,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00072510951.txt,www.comune.ales.or.it,c_a180,Ales,MEREU,FRANCESCO,09091,www.comune.ales.or.it,"Corso Cattedrale, 53",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.ales@legalmail.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
00072980956,Sardegna,OR,Comune di Paulilatino,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00072980956.txt,www.comune.paulilatino.or.it,c_g384,Paulilatino,Maria Cristina,Colomo,09070,www.comune.paulilatino.or.it,Viale Della Liberta' 33,Responsabile Area Amministrativa,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.paulilatino.or.it,pec,comunepa@tiscali.it,altro,servizidemograficipaulilatino@legalmail.it,pec,null,null,null,null,,,,,0,200,x
00073460958,Sardegna,OR,Comune di Ruinas,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00073460958.txt,www.comune.ruinas.or.it,c_f271,Ruinas,Ester,Tatti,09085,www.comune.ruinas.or.it,"Via San Giorgio, 80",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.ruinas@legalmail.it,pec,demografici.ruinas@legalmail.it,pec,null,null,null,null,null,null,,,,null,0,200,x
00073500951,Sardegna,OR,Comune di Samugheo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00073500951.txt,www.comune.samugheo.or.it,c_h756,Samugheo,Antonello,Demelas,09086,www.comune.samugheo.or.it,"Piazza Sedda, 5",Responsabile Sistemi Informativi,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.samugheo.or.it,pec,comsam@tiscali.it,altro,null,null,null,null,null,null,https://www.facebook.com/pages/Comune-di-Samugheo/203423156363779,,,null,0,200,x
00073530958,Sardegna,OR,Comune di Sennariolo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00073530958.txt,comune.sennariolo.or.it,c_i613,Sennariolo,Gianbattista,Ledda,09078,comune.sennariolo.or.it,"Via Marconi, 8",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollosennariolo@pec.it,pec,anagrafesennariolo@pec.it,pec,ufficiotecnico@pec.comune.sennariolo.or.it,altro,servizifinanziarisennariolo@pec.it,pec,servizisocialisennariolo@pec.it,pec,,,,null,0,200,x
00073740953,Sardegna,OR,Comune di Mogorella,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00073740953.txt,www.comune.mogorella.or.it,c_f270,Mogorella,Lorenzo,Carcangiu,09080,www.comune.mogorella.or.it,"Via Risorgimento, 16",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.mogorella.or@legalmail.it,pec,protocollo.comunemogorella@pec.comunas.it,pec,tecnico.comunemogorella@pec.comunas.it,pec,ragioneria.comunemogorella@pec.comunas.it,pec,null,null,,,,null,0,200,x
00073870958,Sardegna,OR,Comune di Villa Verde,,www.comune.villaverde.or.it,c_a609,Villa Verde,Sandro,Marchi,09090,www.comune.villaverde.or.it/,"Via Indipendenza, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.villaverde@legalmail.it,pec,comune.villaverde@tiscali.it,altro,serviziosociale.villaverde@legalmail.it,pec,ragioneria.villaverde@legalmail.it,pec,tecnico.villaverde@legalmail.it,pec,,,,null,0,404,
00073880957,Sardegna,OR,Comune di Usellus,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00073880957.txt,www.comune.usellus.or.it,c_l508,Usellus,Felice,Atzori,09090,www.comune.usellus.or.it,"Via Eleonora D' Arborea, 58",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.usellus.or.it,pec,comune@comune.usellus.or.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00073930950,Sardegna,OR,Comune di Cuglieri,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00073930950.txt,www.comune.cuglieri.or.it,c_d200,Cuglieri,Giovanni,Panichi,09073,www.comune.cuglieri.or.it,Via Carlo Alberto 33,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.cuglieri.or.it,pec,area.amministrativa@comune.cuglieri.or.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00074070525,Toscana,SI,Comune di Chiusdino,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00074070525.txt,www.comune.chiusdino.siena.it,c_c661,Chiusdino,Luciana,Bartaletti,53012,www.comune.chiusdino.siena.it,Piazza Del Plebiscito N. 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.chiusdino@pec.consorzioterrecablate.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
00074160953,Sardegna,OR,Comune di Pompu,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00074160953.txt,www.comune.pompu.or.it,c_g817,Pompu,Marco,Atzei,09093,www.comune.pompu.or.it,Piazza Cavour 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.pompu@legalmail.it,pec,comunedipompu@tiscali.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00074170952,Sardegna,OR,Comune di Morgongiori,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00074170952.txt,www.comune.morgongiori.or.it,c_f727,Morgongiori,Renzo,Ibba,09090,www.comune.morgongiori.or.it,"Via Rinascita, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.morgongiori.or.it,pec,protocollo@comune.morgongiori.or.it,altro,utc.morgongiori@pec.it,pec,finanziario@pec.comune.morgongiori.or.it,pec,null,null,https://www.facebook.com/ComuneDiMorgongiori,,,null,0,200,x
00074180951,Sardegna,OR,Comune di Siris,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00074180951.txt,www.comune.siris.or.it,c_i757,Siris,Marco,Floris,09090,www.comune.siris.or.it/,"Via Nazionale,21",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune-siris-or.it,pec,comunedisiris@tiscali.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00074190950,Sardegna,OR,Comune di Masullas,,www.comune.masullas.or.it,c_f050,Masullas,Mansueto,Siuni,09090,www.comune.masullas.or.it,"Via Vittorio Emanuele, 53",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.masullas.or.it,pec,comunemasullas@tiscali.it,altro,null,null,null,null,null,null,,,,null,0,000,
00074260845,Sicilia,AG,Comune di Agrigento,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00074260845.txt,www.comune.agrigento.it,c_a089,Agrigento,Domenico,Sinaguglia,92100,www.comune.agrigento.it,"Piazza Pirandello, 35",Titolare Posizione Organizzativa,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,MIMMO,S,servizio.protocollo@pec.comune.agrigento.it,pec,segretariogenerale@pec.comune.agrigento.it,pec,ufficio.gabinetto@pec.comune.agrigento.it,pec,lavoripubblici@pec.comune.agrigento.it,pec,ufficio.elettorale@pec.comune.agrigento.it,pec,,,,null,3,200,x
